Recipient Parent Name,Recipient Parent Duns,Top Words From Serv Desc,Number Of Prime Awards,Current Total Value Of Awards Usd,Potential Total Value Of Awards Usd,Remaining Total Value Of Awards Usd,Award Id Piids,First Contract Start Date,Last Contract End Date,Recipient Address Line 1,Recipient Address Line 2,Recipient City Name,Recipient State Code,Recipient State Name,Recipient Zip 4 Code,Recipient Congressional District,Recipient Phone Number,Recipient Fax Number,Analysis Date,Raw Data Download Date
SERRALLES HOTEL,361636363,"lease, rent, conf, space, &",1,0.00,0.00,0.0,HSCENV08P00231,2012-10-26,2008-07-18,1150 AVE CARIBE,,PONCE,PR,,007162015,PR00,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SERCO NORTH AMERICA (HOLDINGS) INC.,967026803,"bldgs, &, fac, admin, svc",1,0.00,0.00,0.0,HSCEOP07F01398,2011-09-27,2009-03-31,"12012 SUNSET HILLS RD, 8TH FL",,RESTON,VA,,201905869,VA08,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SERCO INC.,928859149,"program, review, development, services",1,0.00,0.00,0.0,HSCECR08F00140,2011-04-21,2010-11-30,"12012 SUNSET HILLS RD, 8TH FL",,RESTON,VA,,201905869,VA08,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SENTINEL INFRARED IMAGING  INC.,51775318.0,trailers,1,0.00,0.00,0.0,HSCEMD17P00002,2016-12-12,2017-01-13,5320 ROSEWOOD LN,,VERO BEACH,FL,FLORIDA,329662248,08,7722050646,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SENATOR INTERNATIONAL LTD,213239189.0,"office, furniture",1,0.00,0.00,0.0,HSCEMR16F00076,2017-08-22,2016-11-26,4111 N JEROME RD,,MAUMEE,OH,OHIO,435377100,05,4106939785,4198875805,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SANTILLAN AND ASSOCIATES  LLC,803107866,"housekeeping, laundry, drycleaning",3,0.00,0.00,0.0,"HSCEDM12J00032, HSCEDM10P00058, HSCEDM12D00004",2012-06-04,2013-03-31,1536 SANTA SIERRA DR,,CHULA VISTA,CA,,919132869,CA53,6199478851,6192713830,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAN DIEGO PERSONNEL & EMPLOYMENT AGENCY  INC.,927534446.0,"support, management:, financial",1,0.00,0.00,0.0,HSCEMD09F00062,2012-08-07,2009-09-10,9636 TIERRA GRANDE ST,,SAN DIEGO,CA,,921266502,CA50,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SHEPARD  GWENDOLEN,078393194,"education, training, general",1,0.00,0.00,0.0,HSCEDM13P00021,2014-04-04,2014-05-04,7120 BATAVIA BYRON RD,,BYRON,NY,,144229537,NY27,5855482640,5855482640,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROSEN HOTELS AND RESORTS  INC.,067860320,"lease, rent, conf, space, &",1,0.00,0.00,0.0,HSCEMD11P00174,2013-08-27,2011-08-31,9840 INTERNATIONAL DRIVE,,ORLANDO,FL,,328198701,FL10,4079969939,4079969935,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RSW REGIONAL JAIL  THE,004818710,"housekeeping, guard",1,0.00,0.00,0.0,70CDCR18P00000181,2018-09-25,2018-10-25,6601 WINCHESTER RD,,FRONT ROYAL,VA,VIRGINIA,226306707,06,(540) 622-6097,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
"RPT CONSULTING, LLC",188536127.0,"tactical, sets,, kits,, outfits, medical",2,0.00,0.00,0.0,"HSCEMS15P00038, HSCEDM15F00044",2015-07-15,2015-10-15,"1236 JENSEN DRIVE, SUITE 103",,VIRGINIA BEACH,VA,VIRGINIA,234515890,02,7579630742,7572991885,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROUND WORLD BUSINESS GROUP  LLC,939615589.0,"misc, contruct, materials",1,0.00,0.00,0.0,HSCEMS11P00084,2011-09-29,2011-10-28,295 SEVEN FARMS DR,,DANIEL ISLAND,SC,,294928001,SC06,8886056061,8433880366,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROTHLEDER ASSOCIATES  INC,26929765.0,"program, management, support, services",1,0.00,0.00,0.0,HSCESS09F00003,2010-01-26,2009-11-05,315 BONIFANT RD,,SILVER SPRING,MD,,209055910,MD08,3013845696,3013845881,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROSEVILLE  CITY OF (INC),070748884,"training, education, curriculum, development",1,0.00,0.00,0.0,HSCENV08P00034,2013-07-12,2013-08-11,2660 CIVIC CENTER DR,,SAINT PAUL,MN,,551131899,MN04,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROSETTA STONE INC.,830345422,"miscellaneous, items, programming, services, adp",4,0.00,0.00,0.0,"HSCETE10F00027, HSCEOP07F00896, HSCEMD08F00049, HSCEMD08F00051",2011-02-23,2013-06-30,135 W MARKET ST,,HARRISONBURG,VA,,228013710,VA06,5402365232,5404320953,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RONCO COMMUNICATIONS & ELECTRONICS  INC.,12794236.0,"equipment, telephone, telegraph, maint, rep",7,0.00,0.00,0.0,"HSCETC10P00006, HSCETC10P00005, HSCETC10P00019, HSCECR08P00038, HSCETC10P00067, HSCETC10P00023, HSCEDM08P00187",2010-12-15,2013-06-03,595 SHERIDAN DR,,TONAWANDA,NY,,141507850,NY26,7168798023,7168798023,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RUSS BASSETT CORP.,29641784.0,"office, furniture",1,0.00,0.00,0.0,HSCEMD16P00041,2016-12-09,2016-07-29,8189 BYRON RD,,WHITTIER,CA,CALIFORNIA,906062615,38,5629452445,5626988972,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROHDE & SCHWARZ GMBH & CO. KG,315796326.0,"communications, security, equipment, components",1,0.00,0.00,0.0,HSCENV08F00109,2012-10-18,2012-10-18,8661 ROBERT FULTON DR,,COLUMBIA,MD,,210462265,MD03,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROGUE DIGITAL NETWORK ALARM INC,243478869.0,"photo, map, print, publication",1,0.00,0.00,0.0,HSCEMD10P00287,2012-07-27,2010-11-03,1641 LONSDALE AVE SUITE 333,,NORTH VANCOUVER,,BC,V7M 2J5,,,6049880750,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROCK RIVER ARMS  INC.,8449209.0,"guns,, 30mm, 75mm",1,0.00,0.00,0.0,HSCEMD08P00112,2013-01-25,2013-01-25,1042 CLEVELAND RD,,COLONA,IL,,612418974,IL17,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
"ROBOTEX, INC.",021629630,"communications, security, equipment, components",1,0.00,0.00,0.0,HSCEMD15F00092,2015-07-16,2015-10-14,433 LAKESIDE DR,,SUNNYVALE,CA,CALIFORNIA,94085,,6508389191,6503231044,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
ROBERTS DISTRIBUTORS  L.P.,16439432.0,"cameras,, still, picture",1,0.00,0.00,0.0,HSCEMD10P00344,2011-10-11,2010-10-23,255 S MERIDIAN ST,,INDIANAPOLIS,IN,,462251018,IN07,3176365544,3176365793,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RMC CONSULTANTS  INC.,615112125,"housekeeping, guard",1,0.00,0.00,0.0,HSCEMD09F00170,2014-01-08,2013-08-26,12345 W ALAMEDA PKWY STE 205,,LAKEWOOD,CO,,802282843,CO07,3039804101,3039804107,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RT HAWK,830265380.0,"housekeeping, custodial, janitorial",1,0.00,0.00,0.0,HSCENV09P00081,2013-11-20,2013-12-20,2320 MCCARTER AVE,,MONTGOMERY,AL,,361071710,AL02,3344981047,3344981047,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,1912864.0,"lease, rent, parking, facilities",1,0.00,0.00,0.0,HSCECR10P00119,2013-02-13,2011-08-31,123 WASHINGTON ST STE 510,,NEWARK,NJ,,071023026,NJ10,7329320165,7329320182,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAMY'S CAMERA INC.,81093270.0,"photographic, equipment, accessories",1,0.00,0.00,0.0,HSCEMR13P00007,2013-11-21,2013-07-17,431 S FAIRFAX AVE,,LOS ANGELES,CA,,900363123,CA33,3105912248,3236920750,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAFESITE  INC.,607957891,"support, administrative:, courier, messenger, transportation",2,0.00,0.00,0.0,"HSCEMS08P00022, HSCEMD09P00004",2012-06-20,2012-10-11,9505 JOHNNY MORRIS RD,,AUSTIN,TX,,787241527,TX25,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAM AZZOUNI,151307670.0,"office, devices, accessories",1,0.00,0.00,0.0,HSCEDM10P00201,2011-01-20,2010-09-16,153 ALBACORE LN,,FOSTER CITY,CA,,944041969,CA12,6507666168,6505238643,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SALTCHUK RESOURCES  INC.,075108902,"transportation, travel, relocation, other:",1,0.00,0.00,0.0,HSCEMD13P00019,2016-11-14,2013-01-25,10550 DEERWOOD PARK BLVD STE 509,,JACKSONVILLE,FL,FLORIDA,322562809,04,9048553193,8776019350,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAKWORLD PAINTBALL SUPPLY AND SERVICE,153732461,"safety, rescue, equipment",1,0.00,0.00,0.0,HSCEMD10P00329,2012-01-03,2012-01-03,103 CHESTNUT ST,,ANDOVER,MA,,018103638,MA05,9786862840,9786862842,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAFRAN,275374015,"support, management:, data, collection",1,0.00,0.00,0.0,HSCECR08P00090,2011-12-07,2013-07-31,177 BROAD ST OFC,,STAMFORD,CT,,069015003,CT04,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAFETY SYSTEMS CORPORATION,118204742.0,"individual, equipment",1,0.00,0.00,0.0,HSCEMD08F00031,2012-11-14,2008-04-20,361 RANDY RD STE 101,,CAROL STREAM,IL,,601881869,IL06,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SAFETY SOLUTIONS  INC.,009389313,"safety, rescue, equipment",1,0.00,0.00,0.0,HSCEMD08F00101,2012-12-21,2008-07-06,4672 BUCIDA ROAD,,BOYNTON BEACH,FL,,334367339,FL22,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
"SAE PRODUCTIONS, INC.",197195766,"education, training, lectures",1,0.00,0.00,0.0,HSCENV09P00061,2012-11-19,2009-04-21,5505 CONNECTICUT AVE NW STE 341,,WASHINGTON,DC,,200152601,DC00,2023638602,2029665191,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RWI HOLDINGS  INC.,968163613.0,"office, furniture, cabinets,, lockers,, bins,",4,0.00,0.00,0.0,"HSCEMD10F00237, HSCEMD08F00227, HSCEMD08F00217, HSCEMD08F00083",2012-12-12,2010-11-26,600 S LAKE ST,,AURORA,IL,ILLINOIS,60506,,6302644646,6308976994,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SACRAMENTO CONTROL SYSTEMS  INC.,51183655.0,"miscellaneous, alarm,, signal,, security, detection",1,0.00,0.00,0.0,HSCEMD09P00064,2015-02-10,2015-03-12,11249 SUNCO DR STE 3,,RANCHO CORDOVA,CA,,957427504,CA07,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
S. S. P. INC.,83920140.0,"cabinets, lockers, bins, &, shelving",1,0.00,0.00,0.0,HSCEDM11F00022,2011-03-07,2011-04-30,2895 S 300 W,,SALT LAKE CITY,UT,,841153435,UT02,8009520151,8014930158,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
S K HART PROPERTIES LLC,839658010,"lease, rent, parking, facilities",1,0.00,0.00,0.0,HSCENV08P00122,2012-02-22,2009-09-30,46 W BROADWAY STE 240,,SALT LAKE CITY,UT,,841012166,UT01,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
S & W MANUFACTURING,613491653,"office, supplies",1,0.00,0.00,0.0,HSCEMD09P00103,2011-04-06,2011-03-30,1901 N IRBY ST,,FLORENCE,SC,,295011501,SC05,8004529024,8432921221,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RYCOM INC,84238406.0,"cable,, cord,, wire, assemblies:, communication",1,0.00,0.00,0.0,HSCEMD10F00186,2012-12-21,2012-12-21,9805 LAKE GEORGIA DR FL 2,,ORLANDO,FL,FLORIDA,32817,,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SHELL OFFICE SYSTEMS & EQUIPMENT INC,61922621.0,"administrative, support, svcs, telecom, optical",2,0.00,0.00,0.0,"HSCEMD09P00211, HSCEMD08P00079",2011-07-13,2009-09-30,1445 MONTANA AVE,,JACKSONVILLE,FL,,322078640,FL04,9043962731,9043987536,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SHI INTERNATIONAL CORP.,611429481,"software, information, technology, adp",2,0.00,0.00,0.0,"HSCETE15P00014, HSCETE11F00006",2013-06-12,2016-10-19,290 DAVIDSON AVE STE 101,,SOMERSET,NJ,NEW JERSEY,088734179,12,8476031132,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
RIVERBED TECHNOLOGY  INC.,137354390.0,"adp, software",1,0.00,0.00,0.0,HSCETE09F00010,2013-04-18,2013-04-18,7255 WOODMONT AVE,,BETHESDA,MD,,208147900,MD08,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOS INTERNATIONAL LTD.,869190355,"support, administrative:, translation, interpreting, transcription",12,0.00,0.00,0.0,"HSCEMD09J00228, HSCEMD12J00094, HSCEMD09J00239, HSCENV08JCL014, HSCESS08FCL00003, HSCENV08JCL010, HSCENV08JCL001, HSCECR08JCL014, HSCEMS08JCL004, HSCEMD09F00052, HSCENV08JCL007, HSCEMD12A00006",2010-07-22,2014-08-16,40 FULTON ST 26TH FL,,NEW YORK,NY,NEW YORK,10038,,7033919680,7033919781,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTHLAND AUTO BODY,78751971.0,"vehicles,, maint, repair, rebuild, equipment",1,0.00,0.00,0.0,HSCEMD09P00118,2013-04-30,2009-03-20,141 W 18TH ST,,NATIONAL CITY,CA,,919505522,CA51,6194747025,6194776220,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTH WEST SONITROL  INC,157450776,"maint, repair, rebuild, equipment, alarm,",1,0.00,0.00,0.0,HSCEMD09P00188,2013-05-20,2009-05-22,4042 DONIPHAN DR,,EL PASO,TX,,799221331,TX16,9155858190,9155810689,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTH CLINTON STREET INVESTMENTS  LLC,176087968.0,"lease, rent, conf, space, &",2,0.00,0.00,0.0,"HSCEMR10P00013, HSCEMR10P00008",2011-12-05,2010-08-05,7007 S CLINTON ST,,ENGLEWOOD,CO,,801123629,CO06,3037996144,3037925051,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOURCE ONE DISTRIBUTORS  INC.,128601312,"equipment, safety, rescue, armor,, personal",14,0.00,0.00,0.0,"HSCEMS13P00043, HSCEMS13P00067, HSCECR12P00062, HSCECR12P00057, HSCEMD11P00166, HSCEMD09F00099, HSCEMD09F00067, HSCEMD09F00082, HSCEMR10F00050, HSCEMD10F00093, HSCEMD10P00160, HSCEMD10P00109, HSCEMD10F00016, HSCEMD09P00257",2011-04-06,2013-11-04,3280 FAIRLANE FARMS RD,,WELLINGTON,FL,,334148782,FL21,5612960520,5615141021,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUND VIDEO SOLUTIONS OF WNY L,782713296.0,"installation, equipment, training, aids, devices",1,0.00,0.00,0.0,HSCEDM08P00254,2012-02-19,2012-02-19,107 INSTITUTE ST,,JAMESTOWN,NY,,147016628,NY27,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
"SOTO ENTERPRISES, INC.",30159057.0,"transportation, travel, relocation, transportation:",1,0.00,0.00,0.0,HSCECR08P00039,2011-11-02,2011-11-02,515 S KANSAS ST,,EL PASO,TX,,799012809.0,TX16,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SONY CORPORATION,690553649.0,"cameras,, motion, picture, mini, micro",3,0.00,0.00,0.0,"HSCETE15F00083, HSCEMS11F00082, HSCEMD10F00194",2011-09-27,2015-10-30,1 SONY DR,,PARK RIDGE,NJ,NEW JERSEY,07656,,2019306610,2013584332,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTHWEST EDUCATIONAL SOCIETY INC,105820245.0,"education, training, curriculum, development, services",2,0.00,0.00,0.0,"HSCENV08P00180, HSCENV09P00112",2011-09-30,2012-10-15,RD 108 KM 3.2,,MAYAGUEZ,PR,PUERTO RICO,00680,,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SONIC AUTOMOTIVE  INC.,097364715,"vehicles,, maint, repair, rebuild, equipment",1,0.00,0.00,0.0,HSCEMD10P00031,2013-12-05,2010-03-04,1000 E AIRPORT FWY,,IRVING,TX,,750624813,TX33,9727214300,9727214557,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOLUTIONZ VIDEOCONFERENCING  INC.,103473091.0,"telecom, telecommunications",1,0.00,0.00,0.0,HSCEMD08P00113,2012-10-26,2009-07-20,901 BRINGHAM AVE,,BRENTWOOD,CA,,900494771,CA30,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOLUTIONPOINT INTERNATIONAL  INC.,965812014.0,"medical, laboratory, testing",1,0.00,0.00,0.0,HSCENV08P00213,2013-01-28,2013-01-28,10430 FURNACE RD STE 107,,LORTON,VA,,220792626,VA11,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOLKOA  INC.,602545258.0,"information, technology, equipment, system, configuration",1,0.00,0.00,0.0,HSCEMD11P00192,2016-11-07,2011-09-18,3107 W COLORADO AVE STE 256,,COLORADO SPRINGS,CO,COLORADO,809042040,05,7196851072,7196230067,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOLCON INC,028256316,"medical, surgical, instruments,, equipment,, supplies",1,0.00,0.00,0.0,HSCEDM17F00023,2017-01-19,2017-03-03,30200 SE 79TH ST UNIT 120,,ISSAQUAH,WA,WASHINGTON,980278792,08,4252225963,4252226030,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOFRADIR EC  INC.,53518361.0,"cameras,, still, picture",1,0.00,0.00,0.0,HSCEMD15F00154,2016-05-17,2016-04-25,373 US HWY 46W,,FAIRFIELD,NJ,NEW JERSEY,070042442,11,9738820211,9738820997,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTHWEST CHEMICAL & RESTAURANT SUPPLY CO,32972382.0,"bags, sacks, cleaning, polishing, compounds",2,0.00,0.00,0.0,"HSCEDM17F00030, HSCEDM14F00056",2016-03-04,2017-03-08,1 SW C AVE,,LAWTON,OK,OKLAHOMA,735014011,04,5803555926,5803551408,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SOUTHWEST SANITATION SERVICES INC.,149096919.0,"misc, service, &, trade, eq",1,0.00,0.00,0.0,HSCEDM11P00025,2010-10-13,2010-10-13,410 W 3RD AVE,,CASA GRANDE,AZ,,852224333,AZ01,5208365393,5208360394,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPRINT INTERNATIONAL INC,150995694.0,"telecom, telecommunications",1,0.00,0.00,0.0,HSCETE08P00025,2012-02-06,2009-02-28,3065 CUMBERLAND CIR SE,,ATLANTA,GA,,303393166,GA06,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
STANCIL CORPORATION,8293961.0,"radio, except, airborne, communications, security",3,0.00,0.00,0.0,"HSCEMD15F00120, HSCENV08F00167, HSCENV09F00042",2011-05-18,2015-09-11,2644 S CRODDY WAY,,SANTA ANA,CA,CALIFORNIA,927045238,46,7145462002,7145462092,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
STALLER ENTERPRISES INC,945403392.0,"cabinets,, lockers,, bins,, shelving",1,0.00,0.00,0.0,HSCENV08F00100,2012-10-25,2008-09-05,12606 OLD NUMBER SIX HWY,,EUTAWVILLE,SC,,290489168,SC06,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SRT SUPPLY  INC.,836074880.0,"optical, instruments,, test, equipment,, components",1,0.00,0.00,0.0,HSCEMD10P00217,2013-01-29,2010-09-15,4450 60TH AVE N,,SAINT PETERSBURG,FL,,337141037,FL13,7275265451,7275276893,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
"SRC, INC.",063053771,"computer, aided, telecom, design, manufacturing",1,0.00,0.00,0.0,HSCETC08F00037,2013-08-29,2013-09-28,7502 ROUND POND RD,,NORTH SYRACUSE,NY,NEW YORK,13212,,3154528606,3154528310,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPYDER TACTICAL  LLC,614681471.0,"safety, rescue, equipment",1,0.00,0.00,0.0,HSCEMD09P00138,2011-11-07,2009-04-02,2627 THOMAS ST,,VALDOSTA,GA,,316011101,GA02,2295638543,8663563063,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPRINT NEXTEL CORPORATION,6942395.0,"communications, support, professional:, services, telephone",69,0.00,0.00,0.0,"HSCETE10J00233, HSCETE11J00031, HSCETE09J00274, HSCETE12J00275, HSCETE10J00076, HSCETE11J00153, HSCETE12J00083, HSCETE11J00157, HSCETE09J00213, HSCETE10J00086, HSCETE10J00462, HSCETE11J00021, HSCETE09J00394, HSCETE09J00237, HSCETE11J00011, HSCETE11J00310, HSCETE11J00344, HSCETE10J00028, HSCETE12F00039, HSCETE09J00121, HSCETE13J00002, HSCETE13J00010, HSCETE12F00022, HSCEMS08P00003, HSCETE11F00087, HSCETE11J00082, HSCETE12J00107, HSCETE11J00060, HSCETE11J00009, HSCETE09J00421, HSCETE12J00099, HSCETE11J00186, HSCETE12J00102, HSCETE12J00093, HSCETE11J00108, HSCETE10J00121, HSCETE12J00063, HSCETE11J00063, HSCETE09J00496, HSCENV08P00339, HSCETE10J00020, HSCETE10J00087, HSCETE11F00080, HSCETE09J00084, HSCETE10J00373, HSCETE10J00755, HSCETE11J00026, HSCETE11J00033, HSCETE10J00383, HSCETE11J00029, HSCETE11J00037, HSCETE10J00031, HSCETE08JCL048, HSCETE10J00022, HSCETE09J00372, HSCETE09J00521, HSCETE10J00164, HSCETE10J00082, HSCETE10J00064, HSCETE09J00126, HSCETC08F00007, HSCETE09J00043, HSCETE08JCL051, HSCETE08J00220, HSCETE09J00295, HSCETE09J00534, HSCETE09J00095, HSCETE09J00314, HSCETE09J00430",2010-06-17,2013-09-12,12524 SUNRISE VALLEY DR FL 2,,RESTON,VA,,201913438,VA11,7035927420,7034338798,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPORTS BARN  INC.,096377387,"social, recreational",1,0.00,0.00,0.0,HSCEMD10P00275,2013-07-12,2015-08-31,301 MARKET ST,,CHATTANOOGA,TN,,374021224,TN03,4232661125,4237563710,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPACE CONCEPTS INC,602538480.0,"cabinets,, lockers,, bins,, shelving",1,0.00,0.00,0.0,HSCEMR12P00014,2012-10-18,2012-07-27,2075 BRYANT ST,,DENVER,CO,,802115114,CO01,3034559494,3034554445,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPITZER  C. THOMAS,172216785,"education, training",1,0.00,0.00,0.0,HSCEMD10P00219,2012-11-01,2012-08-31,9691 CHURCH WAY,,BURKE,VA,,220154001,VA11,7039274773,0000000000,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPENCER VIP OFFICE SUPPLY,807858035,"office, information, system, equipment",1,0.00,0.00,0.0,HSCENV08P00217,2012-10-23,2008-06-18,12514 ANDREW DR,,HOUSTON,TX,,770890000,TX00,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPECIAL SERVICES GROUP  LLC,832638881.0,"video, recording, reproducing, equipment",1,0.00,0.00,0.0,HSCEMD15P00039,2016-05-17,2016-04-02,11137 ROEDING ROAD,,DENAIR,CA,CALIFORNIA,953169739,10,2096825026,2096344426,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPARKS PERSONNEL SERVICES INC,074800954,"support, professional:, operations, research, quantitative",1,0.00,0.00,0.0,HSCEMD10P00297,2013-01-09,2012-09-29,700 KING FARM BLVD STE 100,,ROCKVILLE,MD,,208505747,MD08,7033854633,7033854699,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SPACES GROUP INC,175825629,"maint, repair, rebuild, equipment, furniture",2,0.00,0.00,0.0,"HSCEMD17P00045, HSCEMD17P00010",2017-05-15,2017-09-12,5106 W HANNA AVE,,TAMPA,FL,FLORIDA,336348020,14,8138807172,8138800045,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SNMP RESEARCH INTERNATIONAL  INC,011291031,"information, technology, support, equipment",1,0.00,0.00,0.0,HSCETE17P00058,2017-07-20,2018-07-22,3001 KIMBERLIN HEIGHTS RD,,KNOXVILLE,TN,TENNESSEE,379209716,02,8655793311,8655796565,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SMITHS DETECTION  INC.,210273256,"education, training, security",1,0.00,0.00,0.0,HSCEMD14P00062,2017-01-05,2015-06-14,21 COMMERCE DR,,DANBURY,CT,CONNECTICUT,068104131,05,2032079743,2032079780,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SHOCKNIFE INC,243127383.0,"training, aids, safety, rescue, equipment",2,0.00,0.00,0.0,"HSCEMR13P00002, HSCEMS12F00059",2013-03-25,2013-01-15,1080 KINGSBURY AVE,,WINNIPEG,,MB,R2P1W5,,,2045862049,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SIEGEL GAS & OIL CORP,108976200.0,"fuel, oils, liquid, propellants, fuels,",3,0.00,0.00,0.0,"HSCEDM09P00005, HSCECR08P00063, HSCEOP07P01456",2010-05-19,2009-09-30,7400 NW 30TH AVE,,MIAMI,FL,,331475904,FL24,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SIGNAL TECHNOLOGY ENTERPRISES  INC,4572599.0,"tactical, sets,, kits,, outfits",1,0.00,0.00,0.0,HSCECR12P00066,2016-03-21,2012-10-21,420 W 27TH ST,,HIALEAH,FL,FLORIDA,330101320,25,3059861373,8883083029,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SIGNAL OFFICE SUPPLY INC,17682493.0,"office, furniture",1,0.00,0.00,0.0,HSCECR12P00013,2013-01-29,2012-03-13,415 W BENSON ST,,CINCINNATI,OH,,452153103,OH02,5138212280,5138212242,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SIGNAL INTELLIGENCE INC,018779186,"radio, television, communication, equipment,, except",3,0.00,0.00,0.0,"HSCEMD10P00279, HSCEMD11P00071, HSCEMD11P00029",2013-02-05,2013-05-13,2310 SHADE TREE LN,,SAN JOSE,CA,,951311953,CA17,4089265630,4089260303,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
SIGHT & SOUND SYSTEMS  INC.,827518952.0,"office, furniture",1,0.00,0.00,0.0,HSCEMD09F00132,2011-05-02,2011-04-29,23430 ROCK HAVEN WAY STE 150,,DULLES,VA,,201664405,VA10,,,2018-12-06 00:50:22.184857,2018-06-27 00:00:00.000000
